"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20201001 ~ 20210930"
"실거래구분 : 오피스텔(매매)"
"주소구분 : 지번주소"
"시도 : 충청남도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일"
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.12","202010","14","6,200","10","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","39.28","202010","19","6,600","7","2005","서금암3길 5","20201021"
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202010","19","5,700","8","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","39.28","202010","21","6,600","7","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202011","12","5,300","4","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202012","3","6,080","6","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202012","19","5,700","2","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","39.28","202012","28","6,200","6","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202101","4","5,600","5","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202101","27","5,600","10","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202101","28","6,500","6","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","34.42","202102","20","5,900","4","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202102","25","6,200","9","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202104","14","6,000","3","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202104","27","6,500","9","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202105","10","6,500","8","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202105","25","6,200","10","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202105","29","6,500","7","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","39.28","202106","9","6,200","3","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202107","7","6,400","3","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","39.28","202107","15","6,500","5","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202107","21","6,450","4","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.12","202107","30","6,500","3","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202107","31","6,800","6","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202108","14","6,500","9","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.12","202108","21","6,450","4","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.12","202108","27","6,500","7","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.12","202108","31","6,200","8","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","37.54","202109","9","6,400","9","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","41.05","202109","14","6,980","9","2005","서금암3길 5","20211019"
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","39.28","202109","17","6,400","6","2005","서금암3길 5",""
"충청남도 계룡시 금암동","146-9","146","9","쉐리움","44.68","202109","30","6,200","2","2005","서금암3길 5",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,425","5","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","4","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,203","5","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,203","5","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,425","5","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","10,054","5","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","5","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","5","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","5","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,425","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,203","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,203","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,203","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,425","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","10,054","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","6","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,425","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,203","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,203","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,203","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,425","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","10,054","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","25.33","202011","10","9,859","7","2020","중앙로 140",""
"충청남도 논산시 내동","1226","1226","0","그대안애PlusⅢ","29.67","202011","10","11,425","8","2020","중앙로 140",""
